title,genre,director,actor,score,year
tm440324,['comedy'],['Andrés Felipe Orjuela'],"['Alejandro Gutierrez', 'José Manuel Ospina', 'Jimmy Vásquez', 'Aída Morales', 'Elianis Garrido', 'Nanis Ochoa', 'Shirley Marulanda', 'Fabián Copete', 'Jorge Córdoba', 'Fernando Villate', 'Diego León Cusumbo', 'Wilderman García', 'Ludi Lizcano', 'Germán Perdomo', 'Andrew Martínez', 'Hamilton', 'Mauricio Rusinque', 'Danny Matiz', 'Angie Reyes Monroy', 'Diana Reyes Monroy']",5.35,2018
tm411528,"['comedy', 'european']",['Max Amini'],['Enissa Amani'],5.55,2018
tm153164,['thriller'],['Ranjit Jeyakodi'],"['Vijay Sethupathi', 'Gayathrie Shankar', 'Mahima Nambiar', 'Ramesh Thilak', 'Arjunan Nandakumar', 'Sonia Deepti']",6.8,2017
tm320949,['comedy'],"['Raúl Campos', 'Jan Suter']",['Manu NNa'],4.6,2017
tm428877,['comedy'],['Müfit Can Saçıntı'],"['Müfit Can Saçıntı', 'Mert Turak', 'Uğur Demirpehlivan', 'Ayşen Gruda', 'Erkan Can', 'Elif Nur Kerkük', 'Suat Sungur', 'Yalçın Menteş', 'Banu Manioğlu', 'Ahmet Arıman', 'Tuncay Akça', 'Sami Aksu', 'Ünal Yeter']",5.0,2018
tm314677,['drama'],[],"['Eileen Yañez', 'Jorge Luis Moreno', 'Tenoch Huerta', 'Luis Eduardo Yee', 'Roberto Fiesco']",4.85,2017
tm430748,"['thriller', 'action', 'drama', 'romance']",['Hari Nath'],"['Aadhi Pinisetty', 'Taapsee Pannu', 'Ritika Singh', 'Vennela Kishore', 'Saptagiri', 'Shivaji Raja', 'Tulasi', 'Aadarsh Balakrishna', 'Ravi Prakash', 'Satya Krishnan']",6.7,2018
tm369452,['comedy'],"['Raúl Campos', 'Jan Suter']","['Sebastián Wainraich', 'Nicolás de Tracy', 'Roberto Moldavsky']",6.45,2018
tm471288,"['comedy', 'drama']",['Stephina Zwane'],"['Salamina Mosese', 'Kay Smith', 'Thembisa Mdoda', 'Dineo Ranaka', 'Jonathan Boynton-Lee', 'Nicholas Nkuna', 'Sthembiso Khoza', 'Donovan Pietersen']",6.531642269503541,2018
tm444907,"['drama', 'romance']",[],"['Rohit Kokate', 'Himanshu Kohli']",6.023546944858419,2018
tm404610,['animation'],[],['Steven Yeun'],6.123546944858419,2018
tm465864,"['action', 'comedy']","['Hasan Aljaberi', 'Ibrahim Bin Mohamed']","['Ahmed El Mohammdi', 'Hussain Al Hosani', 'Abdo Feghali', 'Meral Niazi', 'Omar Al Hashmi', 'Ali Al Marzouqi']",3.95,2018
tm433087,['drama'],[],"['Remy Ishak', 'Mira Filzah', 'Sangeeta Krishnasamy']",6.3,2018
tm336084,"['thriller', 'horror', 'crime', 'drama']",['K. M. Sarjun'],"['Sathyaraj', 'Varalaxmi Sarathkumar', 'Kishore', 'Vivek Rajagopal', 'Yogi Babu']",5.6,2018
tm360763,"['drama', 'romance']",['Guntur Soeharjanto'],"['Fedi Nuril', 'Tatjana Saphira', 'Chelsea Islan', 'Dewi Sandra', 'Nur Fazura', 'Pandji Pragiwaksono', 'Arie K. Untung', 'Cole Gribble', 'Dewi Irawan', 'Bront Palarae', 'Mathias Muchus', 'Nino Fernandez', 'Millane Fernandez', 'Melayu Nicole', 'Timo Scheunemann', 'Jihane Almira']",6.15,2017
tm370472,"['comedy', 'documentation']",['Michael McKay'],['Kavin Jay'],5.25,2018
tm368697,"['comedy', 'romance']",['Cathy Garcia-Molina'],"['Sharon Cuneta', 'Robin Padilla', 'Julia Barretto', 'Joshua Garcia']",7.1,2017
tm420789,['thriller'],['Prasobh VIjayan'],"['Samyuktha Menon', 'Aaryan Krishna Menon', 'Dhanesh Anand', 'Kannan Nayar', 'Sajin Cherukayil', 'Kevin Jose', 'Navajith Narayan', 'Nitish Ramesh', 'Swetha Sumesh', 'Archana Vasudev', 'Athulya Nair', 'Mathai Renjith', 'Jayashankar Ramaswami', 'Sooraj Ramakrishnan', 'Rahul R Nair']",5.9,2018
tm448690,"['comedy', 'family']",['Jonathan A. Rosenbaum'],"['Gavin Lewis', 'Theodore Barnes', 'Shelby Simmons', 'Cynthia Kaye McWilliams']",6.023546944858419,2018
tm819641,['drama'],['Diana Chao'],[],5.281642269503541,2017
tm458186,['drama'],['Nur Imran Mithu'],"['Mosharraf Karim', 'Tauquir Ahmed', 'Joyraaj', 'Md Rafsan jamil']",6.7,2018
tm430496,['comedy'],['Jay Chapman'],['D.L. Hughley'],5.85,2018
tm327926,['documentation'],['Rana Eid'],[],5.65,2017
tm327636,"['comedy', 'documentation']",['Daniel Gray Longino'],"['Joe Mande', 'Bo Burnham', 'George Wallace', 'Ron Funches', 'Nick Kroll', 'Chelsea Peretti', 'Kristen Schaal', 'Blake Griffin', 'Andy Richter', 'Joseph Sedacca', 'Donna Torrence', 'Angel Yau']",6.199999999999999,2017
tm366383,['comedy'],['Gupse Özay'],"['Gupse Özay', 'Eda Ece', 'Aksel Bonfil', 'Derya Alabora', 'Esin Eden', 'Hülya Duyar', 'Ali Çelik', 'Mert Öner', 'Fatih Özkan', 'Özlem Akınözü', 'Mehmet Er', 'Caner Alkaya', 'Jeyan Mahfi Tözüm', 'Asuman Ozdemir', 'Zeki Ocak', 'Mehmet Erdem', 'Batuhan Piatti', 'Erol Serçe', 'Göksenli Seyma', 'Muhammed Akay', 'Alican Akdogan', 'Kaan Akgün', 'Zübeyir Kamil Akkaya', 'Yusuf Bedirhan Arslan', 'Ali Atlan', 'Salih Avcioglu', 'Baybars Bilim', 'Deniz Cengiz', 'Mesut Civakli', 'Hüseyin Damarhan', 'Resul Dogan', 'Hüseyin Elçin', 'Yasemin Erkent', 'Kaan Evkaya', 'Findike', 'Cumhur Frankurt', 'Husnu Mert Hayal', 'Ilker Ilhan', 'Ismail Islamoglu', 'Sefa Koca', 'Onurhan Konak', 'Alper Kurtoglu', 'Zafer Sahin', 'Numan Enes Sariarslan', 'Ahmet Berat Sönmezler', 'Aytekin Tasöz', 'Can Vickers', 'Selahattin Can Yildirim', 'Yasin Yilmaz', 'Betal Özay', 'Recep Can Öztürk']",5.300000000000001,2018
tm349134,['comedy'],"['Rodrigo Toro Solovera', 'Francisco Schultz']",['Fabrizio Copano'],5.4,2017
tm285712,['comedy'],['Lance Bangs'],['Jen Kirkman'],6.75,2017
tm494577,['drama'],['Kayode Kasum'],"['Omowunmi Dada', 'Jasmine Fakunle', 'Gregory Ojefua', 'Idowu Phillips']",6.35518921436196,2018
tm426260,"['family', 'romance', 'drama', 'comedy']",['Rano Karno'],"['Rano Karno', 'Maudy Koesnaedi', 'Suti Karno', 'Aminah Cendrakasih']",7.1,2018
tm441050,"['crime', 'action', 'comedy']",['Guy Ritchie'],"['Matthew McConaughey', 'Charlie Hunnam', 'Henry Golding', 'Michelle Dockery', 'Jeremy Strong', 'Colin Farrell', 'Hugh Grant', 'Eddie Marsan', 'Chidi Ajufo', 'Simon R. Barker', 'Brittany Ashworth', 'Jason Wong', 'Jordan Long', 'Mike Bodnar', 'Christopher Evangelou', 'Eliot Sumner', 'Chloe Arrowsmith', 'Russell Balogh', 'Steve Barnett', 'Jordan Long', 'Max Bennett', 'Bruce Chong', 'Danny Griffin', 'Togo Igawa', 'Jack Jones', 'Eugenia Kuzmina', 'Lyne Renee', 'James Warren', 'Elle Black', 'Tom Wu', 'Geraldine Somerville', 'Jason Lines', 'Bugzy Malone', 'John Dagleish']",7.7435,2019
tm510203,"['crime', 'drama', 'thriller', 'war', 'history']",['Lydia Dean Pilcher'],"['Sarah Megan Thomas', 'Stana Katic', 'Radhika Apte', 'Linus Roache', 'Rossif Sutherland', 'Samuel Roukin', 'Laila Robins', 'Marc Rissmann', 'David Schaal', 'Matt Salinger', 'Andrew Richardson', 'Rob Heaps', 'Joe Doyle', 'Mathilde Ollivier', 'Lola Pashalinski', 'Cynthia Mace', 'Alistair Brammer', 'Marceline Hugot', 'Sigrid Owen', 'Jean Brassard', 'Ben Chase', 'Elise Eberle', 'Pascal Yen-Pfister', 'Anthony Mecca', 'Juliana Sass', 'Thomas Belgrey', 'Zazie Ray-Trapido']",6.699999999999999,2019
tm681578,"['drama', 'horror', 'thriller']",['Dave Franco'],"['Dan Stevens', 'Alison Brie', 'Sheila Vand', 'Jeremy Allen White', 'Toby Huss', 'Connie Wellman', 'Anthony Molinari', 'Chase Barker', 'Jovani Ridler']",5.65,2020
tm369594,"['drama', 'thriller', 'fantasy']",['Charlie Kaufman'],"['Jesse Plemons', 'Jessie Buckley', 'Toni Collette', 'David Thewlis', 'Guy Boyd', 'Hadley Robinson', 'Gus Birney', 'Abby Quinn', 'Colby Minifie', 'Anthony Grasso', 'Teddy Coluca', 'Jason Ralph', 'Oliver Platt', 'Frederick E. Wodlin', 'Ryan Steele', 'Unity Phelan', 'Norman Aaronson', 'Ashlyn Alessi', 'Monica Ayres', 'Dj Nino Carta', 'Julie Chateauvert', 'Ira Temchin', 'Albert Skowronski', 'Kamran Saliani', 'Dannielle Rose', 'Thomas Hatz', 'Brooke Elardo']",6.6,2020
tm244149,"['crime', 'drama', 'history', 'thriller']",['Martin Scorsese'],"['Robert De Niro', 'Al Pacino', 'Joe Pesci', 'Stephen Graham', 'Ray Romano', 'Harvey Keitel', 'Bobby Cannavale', 'Anna Paquin', 'Stephanie Kurtzuba', 'Kathrine Narducci', 'Welker White', 'Jesse Plemons', 'Jack Huston', 'Domenick Lombardozzi', 'Paul Herman', 'Louis Cancelmi', 'Gary Basaraba', 'Marin Ireland', 'Sebastian Maniscalco', 'Steven Van Zandt', 'Lucy Gallina', 'Jonathan Morris', 'Dascha Polanco', 'Bo Dietl', 'Aleksa Palladino', 'Daniel H. Jenkins', 'Jim Norton', 'Billy Smith', ""Kevin O'Rourke"", 'Action Bronson', 'Glenn Cunningham', 'Paul Ben-Victor', 'Patrick Gallo', 'James Martin', 'Jake Hoffman', 'Barry Primus', 'Danny A. Abeckaser', 'Anthony J. Gallo', 'J. C. MacKenzie', 'Joseph Bono', 'Jamil Antonio Stefan', 'Louis Vanaria', 'Craig Vincent', 'John Polce', 'Joseph Riccobene', 'Vinny Vella', 'Thomas E. Sullivan', 'John Cenatiempo', 'Robert Mladinich', 'Rich Reilly', 'Robert Funaro', 'Tess Price', 'Jennifer Mudge', 'India Ennenga', 'Jordyn DiNatale', 'Kate Arrington', 'Bernie Martin', 'Philip Suriano', 'Tony Suriano', 'Jason A. Iannacone', 'Michael C. Brennan', 'James P. Harkins', 'Al Linea', 'Garry Pastore', 'Frank Pietrangolare', 'Frank Aquilino', 'Johnny T. Sollitto', 'Patrick Murney', 'Samantha Soule', 'Richard V. Licata', 'Vito Picone', 'Larry Mazza', 'Craig DiFrancia', 'Ira Drukier', 'Jon Bruno', 'Paul Borghese', 'Steven Maglio', 'James Licata', 'Veronica Alicino', 'Mike Massimino', 'James Ciccone', 'Ron Castellano', 'Marco Greco', 'Meghan Rafferty', 'Aldo Sergi', 'James Lorinz', 'Jeffrey Paul', 'Robert C. Kirk', 'Vince Maritato', 'Lawrence Smith', 'Rebecca Faulkenberry', 'Ken Wulf Clark', 'John Rue', 'Steve Routman', 'Fernando Vera', 'Peter Claymore', 'Charles DelGatto', 'Michael Gongora', 'Eugene Bunge', ""Matthew F. O'Connor"", 'Cliff Moylan', 'Vincenzo DelRiccio', 'Steve Beauchamp', 'Alfred Sauchelli Jr.', 'Joe Giorgio', 'Diana Agostini', 'Lauren Aparicio', ""Kelley Rae O'Donnell"", 'John Garrett Greer', 'Jack Caruso', 'John Scurti', 'Thomas J. Jenkins', 'Steve Witting', 'Luke Smith', 'Brent Langdon', 'James D. Forsha', 'Giacomino J. Matra', 'Paul Pearlman', 'Cilda Shaur', 'Dominick LaRuffa Jr.', 'Erick Zamora', 'Lou Martini Jr.', 'Michael Bottari', 'John Bianco', 'Margaret Anne Florence', 'Siena Marino', 'Lori Arkin', 'Nicholas Chrysan', 'Samantha Coppola', 'Logan Crawford', 'Jeff DeHart', 'Mark Fairchild', 'Blaise Corrigan', 'Jill Brown', 'Tim Neff', 'Matt Walton', 'Peter J. Fernandez', 'Stephen Mailer', 'Gino Cafarelli', 'Robin Kerbis', 'Lucia Giannetta', 'Michael Romeo Ruocco', 'Anne Horak', 'Nina Lafarga', 'Clark Carmichael', 'Joseph Russo', 'Jeremy Luke', 'Barbara Eyland', 'Tracy J. Everitt', 'Saint Marino', 'Mario Corry', 'Johnny Potenza', 'Joe Passaro', 'Patrick Borriello', 'Alfred Nittoli', 'David Aaron Baker', 'Stanley Burns', 'Bill Timoney', 'Thomas J. McDonald', 'Ernest L. Sanders Jr.', 'Bill McHugh', 'Kevin Kane', 'Amelia Brain', ""Craig 'Radioman' Castaldo"", 'Jacqueline Kennedy', 'John F. Kennedy', 'Fidel Castro', 'Michael Iacono', 'Dean Ciallella', 'Vanessa Mitchell', 'Tommy Bayiokos', 'Michael Cullum', 'Rick Bolander']",7.699999999999999,2019
tm496322,"['crime', 'drama', 'action', 'thriller']",['Sam Hargrave'],"['Chris Hemsworth', 'Rudhraksh Jaiswal', 'Randeep Hooda', 'Golshifteh Farahani', 'Pankaj Tripathi', 'David Harbour', 'Bryon Lerum', 'Ryder Lerum', 'Shivam Vichare', 'Piyush Khati', 'Sara Rumao', 'Aarti Kulkarni', 'Umakant Patil', 'Praveen Indu', 'Swapnil Kokam', 'Neha Mahajan', 'Pallas Prajapati', 'Shazia Naz Gill', 'Rob Collins', 'Wayne Blair', 'Adam Bessa', 'Sam Hargrave', 'Rayna Campbell', 'Patrick Newall', 'Chris Jai Alex', 'Vonzell Carter', 'Héctor Andreu', 'Priyanshu Painyuli', 'Sumeet Thakur', 'Projoy Majumdar', 'Sounak Kundu', 'Pabitra Mondal', 'Abhinav Srivastana', 'Suraj Rikame', 'Sudipto Ballav', 'Shataf Figar', 'Kundan Roy', 'Amritpal Singh', 'Yatendra Bahuguna', 'Debapriya Saha', 'Sujay Mondal', 'Surojit Mondal', 'Raj Santra', 'Anup Sharma', 'Christopher Romrell', ""Craig 'Chili' Palmer"", 'Michael Lehr', 'Mutaza Khatawala', 'Alejandro Anduze', 'Aditya Paul', 'Shreya Vivek', 'Sharan Gulati', 'Shitij Gulati', 'Akshat Pathak', 'Tejeshwar Singh Mann']",7.050000000000001,2020
tm863808,['documentation'],"['Philippa Ehrlich', 'James Reed']","['Craig Foster', 'Tom Foster']",8.05,2020
tm827638,"['crime', 'drama', 'horror', 'scifi', 'thriller']","['Aaron Moorhead', 'Justin Benson']","['Anthony Mackie', 'Jamie Dornan', 'Katie Aselton', 'Alexia Ioannides', 'Ramiz Monsef', 'Bill Oberst Jr.', 'Betsy Holt', 'Shane Brady', 'Kate Adair', 'Matthew Underwood', 'Carl Palmer', 'Martin Bats Bradford', 'Sam Malone', 'Rhonda Johnson Dents', 'Sophie Howell', 'Natasha Tina Liu', 'Walker Babington', 'Lawrence Turner', 'Hawn Tran', 'Gregory Bright', 'Devyn A. Tyler', 'Aaron Groben', 'Divine Prince Ty Emmecca']",6.25,2019
tm460124,"['comedy', 'drama']",['Karen Maine'],"['Natalia Dyer', 'Timothy Simons', 'Wolfgang Novogratz', 'Francesca Reale', 'Susan Blackwell', 'Parker Wierling', 'Alisha Boe', 'Donna Lynne Champlin', 'Allison Shrum', 'Matt Lewis', 'Carey Van Driest', 'Pat Fisher', 'Blair Nesbitt', 'John Henry Ward', 'Paige Hullett', ""Tre'len Johnston"", 'RJ Shearer', 'Gabriella Garcia', 'Teesha Renee', 'Christian Adam', 'Myles Evans', 'Riley Hough', 'Mark Costello', 'Sharon Frank', 'Zach Allan', 'Kevyn Bowling', 'Virginia May Nugent', 'Quinn Hammond']",6.25,2020
tm824398,"['scifi', 'thriller', 'horror', 'european']",['Galder Gaztelu-Urrutia'],"['Iván Massagué', 'Antonia San Juan', 'Zorion Eguileor', 'Emilio Buale', 'Alexandra Masangkay', 'Zihara Llana', 'Mario Pardo', 'Algis Arlauskas', 'Txubio Fernández de Jáuregui', 'Eric Goode', 'Óscar Oliver', 'Chema Trujillo', 'Miriam Martín', 'Gorka Zufiaurre', 'Miriam K. Martxante', 'Miren Gaztañaga', 'Braulio Cortés', 'Javier Mediavilla', 'Álvaro Orellana', 'Juan Dopico', 'Lian Xushao']",7.0015,2019
tm911973,"['crime', 'drama', 'action']",['Harry Bradbeer'],"['Millie Bobby Brown', 'Henry Cavill', 'Sam Claflin', 'Helena Bonham Carter', 'Louis Partridge', 'Adeel Akhtar', 'Fiona Shaw', 'Frances de la Tour', 'Burn Gorman', 'Susan Wokoma', 'Claire Rushbrook', 'David Bamber', 'Hattie Morahan', 'Gaby French', 'Paul Copley', 'Ellie Haddington', 'Alex Kelly', 'James Duke', 'Connor Catchpole', 'Sarah Flind', 'Dempsey Bovell', 'Neil Bell', 'Sofia Stavrinou', 'Sophie Dixon', 'David Kirkbride', 'Delroy Atkinson', 'Mary Roscoe', 'Anthony Aje', 'Anthony Rickman', 'Philip Scott-Wallace', 'Tuyen Do', 'Esther Coles', 'Owen Atlas', 'Pierre Bergman', 'Gianni Calchetti', 'Paul Parker', 'Heather Pearse', 'Jay Simpson']",6.949999999999999,2020
tm849003,"['fantasy', 'action', 'thriller']",['Gina Prince-Bythewood'],"['Charlize Theron', 'KiKi Layne', 'Matthias Schoenaerts', 'Marwan Kenzari', 'Luca Marinelli', 'Chiwetel Ejiofor', 'Harry Melling', 'Veronica Ngo', 'Natacha Karam', 'Anamaria Marinca', 'Joey Ansah', 'Adam Collins', 'Russell Balogh', 'Obie Matthew', 'Mette Towley', 'Micheal Ward', 'Shala Nyx', 'Majid Essaidi', 'Andrei Zayats', 'Olivia Ross', 'Peter Basham', 'Nadia Niazi', 'Mehdi Lamrini', 'Aanya Hirdaramani', 'Jordan Holland', 'Orlando Seale', 'Simon Chandler', 'Jane Fowler', 'Yassine Zeroual', 'Adam Basil', 'Peter Brooke', 'Jill Buchanan', 'Jill De Quincey', 'Talal El Moustaghfir', 'Tuncay Gunes', 'Steve Healey', 'Rich Lawton', 'Jorge Leon Martinez', 'Martyn Mayger', 'Chereena Miller', 'Seema Morar', 'Oliver Simms', 'Alfredo Tavares', 'Rutvig Vaid', 'Toby Hefferman']",6.9,2020
tm845489,"['thriller', 'drama', 'horror']",['Remi Weekes'],"['Sope Dirisu', 'Wunmi Mosaku', 'Matt Smith', 'Malaika Wakoli-Abigaba', 'Javier Botet', 'Emily Taaffe', 'Rasaq Kukoyi', 'Vivien Bridson', 'Cornell John', 'Bradley Banton', 'Gamba Cole', 'Scott Michael Wagstaff', 'Ty Hurley', 'Mevis Birungi', 'Yvonne Campbell', 'Rene Costa', 'Andy Gathergood', 'Mark Gooden', 'Marie Hamm', 'John Kamau', 'John Samuel Kande', 'Anzor Alem', 'Tabitha Wady', 'Steven Blakely', 'Dominic Coleman', 'Sally Plumb', 'Roland Manookian']",6.5,2020
tm403709,"['drama', 'romance', 'comedy']",['Noah Baumbach'],"['Adam Driver', 'Scarlett Johansson', 'Laura Dern', 'Alan Alda', 'Ray Liotta', 'Julie Hagerty', 'Merritt Wever', 'Azhy Robertson', 'Wallace Shawn', 'Martha Kelly', ""Mark O'Brien"", 'Julia Greer', 'Matthew Maher', 'Eric Berryman', 'Mickey Sumner', 'Jasmine Cephas Jones', 'Gideon Glick', 'Motell Gyn Foster', 'David Turner', 'Raymond J. Lee', 'Mary Wiseman', 'Pete Simpson', 'Irene Choi', 'Matthew Shear', 'Becca Blackwell', 'Brooke Bloom', 'Hannah Dunne', 'McKinley Belcher III', 'Roslyn Ruff', 'Santiago Mallan', 'Robert Smigel', 'Amanda Rovner', 'Carlos Jacott', 'Sarah Jones', 'Dean Wareham', 'Bashir Salahuddin', 'Vinny Chhibber', 'Ayden Mayeri', 'Erin Evans', 'Lucas Neff', 'Annie Hamilton', 'Tunde Adebimpe', 'Jordyn Curet', 'Justin Claiborne', 'Kyle Bornheimer', 'Pilar Holland', 'Emily Cass McDonnell', 'Andrew Steven Hernandez', 'Amir Talai', 'Juan Alfonso', 'Connie Marie Flores', 'Jeremy Barber', 'Rich Fulcher', 'Mary Hollis Inboden', 'Peter Oliver', 'Bill Blair']",7.85,2019
tm362198,"['horror', 'thriller']",['André Øvredal'],"['Zoe Colletti', 'Dean Norris', 'Michael Garza', 'Gabriel Rush', 'Gil Bellows', 'Natalie Ganzhorn', 'Austin Abrams', 'Austin Zajur', 'Kathleen Pollard', 'Lorraine Toussaint', 'Deborah Pollitt', 'Victoria Fodor', 'Marie Ward', 'Mark Steger', 'Javier Botet', 'Troy James', 'Will Corno', 'Kyle Labine', 'David Tompa', 'Karen Glave', 'Stephanie Belding', 'Hume Baugh', 'Jane Moffat', 'Will Carr', 'Amanda Smith', 'Brandon Knox', 'Rodrigo Fernandez-Stoll', 'Anna Fraser', 'Alex Spencer', 'Matthew Smith', 'Daniel Gravelle', 'Colton Gobbo', 'Ajanae Stephenson', 'Divan Meyer', 'Lyndon B. Johnson', 'Richard Nixon', 'Walter Cronkite']",6.35,2019
tm368699,"['crime', 'drama', 'thriller', 'horror']",['Antonio Campos'],"['Tom Holland', 'Bill Skarsgård', 'Riley Keough', 'Jason Clarke', 'Sebastian Stan', 'Haley Bennett', 'Robert Pattinson', 'Harry Melling', 'Eliza Scanlen', 'Mia Wasikowska', 'Douglas Hodge', 'Kristin Griffith', 'Pokey LaFarge', 'Donald Ray Pollock', 'Michael Banks Repeta', 'Emilio Subercaseaux Campos', 'David Atkinson', 'Matthew Vaughn', 'Billy Joe Bradshaw', 'Gregory Kelly', 'David Maldonado', 'Mark Jeffrey Miller', 'Ryan Anthony Williams', 'Wes Robinson', 'Todd Barnett', 'Michael Harding', 'Lucy Faust', 'Abby Glover', 'Kelly Lind', 'Cotton Yancey', 'Adam Fristoe', 'Morganna Bridgers', 'Karson Kern', 'Ivan Hoey Jr.', 'Zack Shires', 'Drew Starkey', 'Caleb J. Thaggard', 'Ever Eloise Landrum', 'Given Sharp', 'Cory Scott Allen', 'Emma Coulter', 'Cody Jones', 'Madelyn Wall', 'Jason Collett', 'Eric Mendenhall', 'Teddy Cole', 'Michael H. Cole', 'Cort Chandler', 'Bruce Cooper', 'Daniel James Vaughn', 'Edward Hall', 'Jeff McCarthy', 'Santino Fontana', 'John Rue', 'Phillip DeVona', 'Kevin Waterman', 'Sarah Hamff', 'Shannon Frye', 'James H. Keating', 'Scott Rapp', 'Lawrence Hinkle', 'Kyle Sawyer', 'Emily Towles', 'Meagan Bown', 'Ben Bailey', 'Beth Scott', 'Kacey Hayes', 'Myles Phillips', 'Rebecca Douglas', 'Leslie Sides', 'Katie Flaherty', 'Matt Powell', 'Morgan Monroe', 'Jeff McKinney', 'Jason Charles Hill', 'Andrew Young']",7.199999999999999,2020
tm828369,"['drama', 'family']",['Pawo Choyning Dorji'],"['Sherab Dorji', 'Ugyen Norbu Lhendup', 'Keldon Lhamo Gurung', 'Pem Zam', 'Chimi Dem', 'Kunzang Wangdi', 'Tshering Dorji', 'Sangay Lham', 'Oriana Chen', 'Dophu', 'Art Finch', 'Dorji Om', 'Tandin Sonam', 'Sonam Tashi', 'Kunzang Wangdi', 'Tshering Zangmo', 'Tsheri Zom']",7.4,2019
tm502532,['documentation'],['Louie Schwartzberg'],"['Brie Larson', 'Paul Stamets', 'Michael Pollan', 'Roland Griffiths', 'Andrew Weil', 'Mary P. Cosmiano']",7.35,2019
tm417392,"['history', 'war', 'drama', 'romance']",['David Michôd'],"['Timothée Chalamet', 'Joel Edgerton', 'Sean Harris', 'Tom Glynn-Carney', 'Lily-Rose Depp', 'Thomasin McKenzie', 'Robert Pattinson', 'Ben Mendelsohn', 'Andrew Havill', 'Dean-Charles Chapman', 'Steven Elder', 'Edward Ashley', 'Stephen Fewell', 'Tara Fitzgerald', 'Tom Fisher', 'Tom Lawrence', 'Ivan Kaye', 'Gábor Czap', 'Josef Davies', 'Roderick Hill', 'Kurta Niké', 'Nicholas Wittman', 'Philip Rosch', 'Lucas Hansen', 'Tom Lacroix', 'Cedric Cirotteau', 'Jack Bandeira', 'Kristóf Widder', 'Vincent Latorre', 'Bence Bakti', 'Bardó Fenyvesi', 'Henry Dent', 'Harry Trevaldwyn', 'Laurent Winkler', 'Jeremy Chevillotte', 'Thibault de Montalembert', 'Oscar Bennett']",7.2,2019
tm414584,"['drama', 'action', 'crime', 'thriller', 'western']",['Adrian Grünberg'],"['Sylvester Stallone', 'Paz Vega', 'Sergio Peris-Mencheta', 'Adriana Barraza', 'Yvette Monreal', 'Joaquín Cosío', 'Pascacio López', 'Óscar Jaenada', 'Nicholas Wittman', 'Jessica Madsen', 'Louis Mandylor', 'Fenessa Pineda', 'Marco de la O', 'Álvaro Flores', 'Úrsula Murayama', 'Atanas Srebrev', 'Rick Zingale', 'David Aguirre Firth', 'Díana Bermudez', 'Victor Baioco', 'Dimitri Vegas', 'Alexander Dimitrov', 'Genie Kim', 'Aaron Cohen', 'Owen Davis', 'Jamieson Urquhart', 'Brayden Pindur', 'Cathy Pulido', 'Manuel Uriza', 'Georgi Manchev', 'Georgi Dimitrov', 'Mirka Prieto', 'Cuco Usín', 'Domenic Charles Vargas', 'Sheila Shah', 'Simona Zdravkova', 'Tanya Stefanova', 'Velichka Georgieva', 'Dobrinka Georgieva', 'Ashli Dolat', 'Gloria Georgieva', 'Melani Petrova', 'Nadejda Koleva', 'Simona Yanusheva', 'Jaklin', 'Melin Edrinch', 'Roza Georgieva', 'Madlen Kovacheva', 'Evelina Igova', 'Daniel Mora', 'Lyubomir Neykov']",6.3,2019
tm817504,"['thriller', 'drama', 'horror']",['David Marmor'],"['Nicole Brydon Bloom', 'Giles Matthey', 'Taylor Nichols', 'Alan Blumenfeld', 'Naomi Grossman', 'Celeste Sullivan', 'Susan Davis', 'Clayton Hoff', 'Earnestine Phillips', 'Hailey Giles', 'Andrea Gabriel', 'Curtis Webster', 'Sean Savadian', 'Luke Pacheco', 'Kevin Mulhare', 'Daniel McDonald', 'Suzshi Lang', 'Mark Krenik', 'Tracy Déchaux', 'Evan Dickson', 'Andrew Carrillo', 'Jay Pennick', 'Hannah Altman']",5.949999999999999,2019
tm412937,"['drama', 'thriller', 'action', 'sport', 'european']",['Karzan Kader'],"['John Travolta', 'Shania Twain', 'Michael Madsen', 'Margaret Bowman', 'Toby Sebastian', 'Jonathan  Aidan Cockrell', 'Barry Corbin', 'Jen Baker', 'Rosabell Laurenti Sellers', 'Kevin Dunn', 'Buck Taylor', 'Luis Da Silva Jr.', 'Audrey Fafard', 'Gioia Libardoni', 'Chris Mullinax', 'Faith Bruner', 'Denny Méndez', 'Rob Wolfe', 'Corie Robinson', 'Kurt Deimer', 'Christian Hicks', 'Randy Razook', 'Luanne Stratton', 'Tarin Breuner', 'Leslie Sides']",5.0,2019
tm456156,"['horror', 'thriller', 'drama', 'fantasy', 'scifi']",['J.D. Dillard'],"['Kiersey Clemons', 'Emory Cohen', 'Hanna Mangan Lawrence', 'Benedict Samuel', 'Andrew Crawford']",6.15,2019
tm943790,"['romance', 'war', 'drama']",['Jessica Swale'],"['Gemma Arterton', 'Gugu Mbatha-Raw', 'Lucas Bond', 'Penelope Wilton', 'Tom Courtenay', 'Dixie Egerickx', 'Siân Phillips', 'Amanda Root', 'Jessica Gunning', 'Amanda Lawrence', 'David Horovitch', 'Martina Laird', 'Thomas Coombes', 'Rakhee Thakrar', 'Fergal McElherron', 'Toby Osmond', 'Joshua Riley', 'Nimmy March', 'Aoibhine McFlynn', 'Nina Beagley', 'Eden Lawrence', 'Dominic McGreevy', 'Harry Seymour', 'Casper Allpress', 'Inesaaiy Kabilan', 'Daniel Eghan']",7.3,2020
