title,genre,director,actor,score,year
tm186161,"['comedy', 'drama', 'crime', 'action']","[""Anthony D'Souza""]","['Akshay Kumar', 'Shiv Panditt', 'Mithun Chakraborty', 'Ronit Roy', 'Aditi Rao Hydari', 'Johnny Lever', 'Danny Denzongpa']",5.4,2013
tm183002,"['action', 'thriller', 'drama']",['Shoojit Sircar'],"['John Abraham', 'Nargis Fakhri', 'Raashii Khanna', 'Siddhartha Basu', 'Ajay Rathnam', 'Prakash Belawadi', 'Piyush Pandey', 'Avijit Dutt', 'Dinesh Prabhakar', 'Leena Maria Paul', 'Udhayabanu Mageswaran', 'Kanan Arunachalam', 'Malini Sathappan', 'Swaroopa Ghosh']",7.1,2013
tm158302,"['drama', 'comedy']",['Rajat Kapoor'],"['Sanjay Mishra', 'Seema Pahwa', 'Rajat Kapoor', 'Taranjit Kaur', 'Maya Sarao', 'Chandrachoor Rai', 'Namit Das', 'Brijendra Kala', 'Alka Chawla', 'Manu Rishi Chadha', 'Mahesh Sharma', 'Anil Chaudhary', 'Manish Karnatak', 'Dhruv Uday Singh', 'Saurabh Shukla', 'Danish Hussain', 'Yogendra Tiku', 'Chaitanya Mahawar', 'Chetan Sharma', 'Shivam Sethi', 'Naresh Gosain', 'Suman Chowdry', 'Sandip Chowdry', 'Munish Bhardwaj', 'Jiya Bhardwaj', 'Mukesh Kumar', 'Javed Khan', 'Yadvinder Singh Brar', 'Pratik Chandarana', 'Sohan Kumar Jha', 'Vidya Bhushan', 'Majid Khan', 'Bitoo Chhabra', 'Mansi Nirmal Jain', 'Shrikant Varma', 'Ranvir Shorey']",7.45,2014
tm182322,"['drama', 'sport']",['Abhishek Kapoor'],"['Sushant Singh Rajput', 'Rajkummar Rao', 'Amit Sadh', 'Amrita Puri', 'Asif Basra', 'Manav Kaul', 'Tahir Raj Bhasin', 'Ajay Jadeja']",7.35,2013
tm157062,"['crime', 'action', 'thriller']",['N. Linguswamy'],"['Suriya', 'Samantha Ruth Prabhu', 'Vidyut Jammwal', 'Manoj Bajpayee', 'Soori', 'Rajpal Yadav', 'Dalip Tahil', 'Murali Sharma', 'Sathyan Sivakumar', 'Asif Basra', 'Vidyullekha Raman', 'Uma Riyaz Khan', 'Chitrangda Singh', 'Maryam Zakaria', 'Joe Malloori', 'Sanjana Singh', 'Chirag Jani']",5.55,2014
tm186054,"['music', 'drama']","[""Remo D'Souza""]","['Prabhu Deva', 'Ganesh Acharya', 'Kay Kay Menon', 'Lauren Gottlieb', 'Dharmesh Yelande', 'Salman Yusuff Khan', 'Punit Pathak', 'Noorin Shah', 'Jayant Gadekar', 'Sanjay Gurbaxani', 'Vrushali Chavan', 'Bhavana Khanduja', 'Paulson Thomas', 'Prince R. Gupta', 'Mayuresh Wadkar', 'Tushar Kalia']",6.199999999999999,2013
tm165504,"['crime', 'action', 'comedy', 'drama', 'thriller']",['Johnnie To'],"['Andy Lau', 'Sammi Cheng', 'Guo Tao', 'Gao Yuanyuan', 'Lo Hoi-pang', 'Bonnie Wong', 'Lam Suet', 'Philip Keung', 'Wang Ziyi', 'Lang Yueting', 'Lo Fan', 'Celine Ma', 'Chun Wong', 'Terence Tsui Chi-Hung', 'Mimi Chu', 'Lee Shing-Cheong', 'Stephanie Che', 'Raymond Tsang Chau Ming', 'Ben Ting', 'Bonnie Xian']",6.2,2013
tm167342,"['drama', 'documentation']",['Prakash Jha'],"['Amitabh Bachchan', 'Ajay Devgn', 'Kareena Kapoor Khan', 'Arjun Rampal', 'Amrita Rao', 'Manoj Bajpayee', 'Vipin Sharma']",6.050000000000001,2013
tm35895,"['drama', 'comedy', 'action', 'documentation', 'european']",['Marcelo Galvão'],"['Ariel Goldenberg', 'Breno Viola', 'Rita Pokk', 'Lima Duarte', 'Rui Unas', 'Leonardo Miggiorin', 'Marco Luque', 'Juliana Didone', 'Christiano Cochrane', 'Monaliza Marchi', 'Pedro Urizzi', 'Nill Marcondes', 'Roberto Birindelli', 'Theodoro Cochrane']",6.7,2013
tm158980,"['comedy', 'romance']",['Shashanka Ghosh'],"['Sonam Kapoor', 'Ratna Pathak', 'Kirron Kher', 'Aditi Rao Hydari', 'Fawad Khan', 'Cyrus Sahukar', 'Aamir Raza Husain']",6.5825,2014
tm149747,"['drama', 'comedy']",['Luis Estrada'],"['Damián Alcázar', 'Alfonso Herrera', 'Joaquín Cosío', 'Osvaldo Benavides', 'Silvia Navarro', 'Flavio Medina', 'Saúl Lisazo', 'Dagoberto Gama', 'Enrique Arreola', 'Arath de la Torre', 'Tony Dalton', 'Salvador Sánchez', 'Noé Hernández', 'Sonia Couoh', 'María Rojo', 'Luis Fernando Peña', 'Gustavo Sánchez Parra', 'Sergio Mayer', 'Hernán Mendoza', 'Livia Brito Pestana', 'Itatí Cantoral', 'Jorge Poza', 'Kiara Coussirat', 'Karol Coussirat', 'Roger Cudney', 'Ingrid Martz', 'Johanna Murillo', 'Javier Escobar', 'Sophie Alexander-Katz']",7.2,2014
tm159819,"['romance', 'comedy']",['Mae Cruz-Alviar'],"['Kim Chiu', 'Xian Lim', 'Empoy Marquez', 'Martin del Rosario', 'Pilita Corrales', 'Tirso Cruz III', 'Dennis Padilla', 'Matt Evans', 'Zeppi Borromeo', 'Eda Nolan', 'Gerald Pesigan', 'Marlann Flores', 'Leo Rialp', 'Anita Linda', 'Tony Mabesa', 'RJ Ledesma', 'Jackie Aquino', 'Roden Araneta', 'Alex Castro', 'Artemio Abad', 'Bodie Cruz', 'Arlene Muhlach', 'Helga Krapf', 'Olive Cruz']",6.95,2014
tm2269,"['comedy', 'documentation', 'drama', 'european']",['Cristina Jacob'],"['Crina Semciuc', 'Flavia Hojda', 'Olimpia Melinte', 'Vlad Logigan', 'Alina Chivulescu', 'Flavia Hojda', 'Nicoleta Luciu', 'Constantin Florescu', 'Alex Velea', 'Florin Călinescu']",6.15,2014
tm175753,"['comedy', 'drama']",['David Dhawan'],"['Ali Zafar', 'Taapsee Pannu', 'Siddharth', 'Divyendu Sharma', 'Rishi Kapoor', 'Juhi Chawla']",4.95,2013
tm178513,"['drama', 'romance']","['Zoya Akhtar', 'Karan Johar', 'Anurag Kashyap', 'Dibakar Banerjee']","['Rani Mukerji', 'Randeep Hooda', 'Saqib Saleem', 'Nawazuddin Siddiqui', 'Sadashiv Amrapurkar', 'Naman Jain', 'Ranvir Shorey', 'Katrina Kaif', 'Vineet Kumar Singh', 'Sudhir Pandey', 'Aamir Khan', 'Madhuri Dixit', 'Karisma Kapoor', 'Juhi Chawla', 'Saif Ali Khan', 'Sridevi', 'Priyanka Chopra Jonas', 'Farhan Akhtar', 'Imran Khan', 'Vidya Balan', 'Kareena Kapoor Khan', 'Ranveer Singh', 'Anil Kapoor', 'Shahid Kapoor', 'Sonam Kapoor', 'Deepika Padukone', 'Ranbir Kapoor', 'Abdul Quadir Amin', 'Diana Penty', 'Amitabh Bachchan', 'Shah Rukh Khan']",6.55,2013
tm160034,"['drama', 'comedy', 'romance']",['Shashank Khaitan'],"['Varun Dhawan', 'Alia Bhatt', 'Ashutosh Rana', 'Sidharth Shukla', 'Aditya Sharma', 'Deepika Amin', 'Gaurav Pandey', 'Sahil Vaid']",6.2,2014
tm142630,['horror'],['Bhushan Patel'],"['Sunny Leone', 'Parvin Dabas', 'Sandhya Mridul', 'Divya Dutta', 'Soniya Mehra', 'Anita Hassanandani Reddy', 'Karan Veer Mehra', 'Karan Taluja', 'Kainaz Motivala', 'Rani Vashisht', 'Sagar Talashikar', 'Geetanjali Kulkarni', 'Gargi Patel', 'Tanmay Bhat', 'Bachchan Pachera']",4.1,2014
tm149578,"['documentation', 'drama']","['Fisher Stevens', 'Robert Nixon']","['James Cameron', 'Michael deGruy', 'Sylvia Earle', 'Bryce Groark', 'Jeremy Jackson', 'Carl Safina', 'Fisher Stevens']",7.7,2014
tm176481,"['romance', 'drama', 'action', 'comedy']",['Rohit Shetty'],"['Shah Rukh Khan', 'Deepika Padukone', 'Nikitin Dheer', 'Manorama', 'Sathyaraj', 'Mukesh Tiwari', 'Kamini Kaushal', 'Lekh Tandon', 'Rakesh Kukreti', 'Priyamani', 'Delhi Ganesh', 'Mohan Raman', 'Yogi Babu']",6.3,2013
tm137379,"['animation', 'family', 'action']","['Limbert Fabian', 'Brandon Oldenburg']",[],6.623546944858419,2014
tm360904,['documentation'],['Albert Sharpe'],"['John Cleese', 'Terry Gilliam', 'Eric Idle', 'Terry Jones', 'Michael Palin']",6.873546944858419,2013
tm167107,"['action', 'crime', 'thriller', 'drama']",['Tigmanshu Dhulia'],"['Irrfan Khan', 'Jimmy Shergill', 'Soha Ali Khan', 'Mahie Gill', 'Raj Babbar', 'Deepraj Rana', 'Pravessh Rana', 'Sitaram Panchal', 'Kanika Dang', 'Nissar Khan', 'Mugdha Godse', 'Rajesh Khera', 'Rajiv Gupta']",6.75,2013
tm158546,"['thriller', 'crime']",['Kunal Deshmukh'],"['Emraan Hashmi', 'Humaima Malick', 'Paresh Rawal', 'Kay Kay Menon', 'Deepak Tijori', 'Mohammed Zeeshan Ayyub']",6.35,2014
tm236725,['documentation'],"['Sophie Robinson', 'Lotje Sodderland']","['Lotje Sodderland', 'Sophie Robinson', 'Jan Sodderland', 'Hente Sodderland', 'David Lynch']",7.05,2014
tm151210,"['comedy', 'documentation']",['Jay Chapman'],['Jim Gaffigan'],7.4,2014
tm146657,['comedy'],['Rob Dipple'],['Jeff Dunham'],6.3,2014
tm157681,['drama'],['Najwa Najjar'],"['Khaled Abol Naga', 'Souad Massi', 'Suhail Haddad']",5.8,2014
tm145791,"['drama', 'comedy', 'music', 'family', 'fantasy']",['Hwang Dong-hyuk'],"['Shim Eun-kyung', 'Lee Jin-wook', 'Jung Jin-young', 'Park In-hwan', 'Sung Dong-il', 'Na Moon-hee', 'Hwang Jeong-min', 'Kim Hyun-sook', 'Kim Seul-gi', 'Ha Yeon-joo', 'Hwang Seung-eon', 'Kim Ga-hee', 'Han Ji-eun', 'Park Hye-jin', 'Lee Sang-hee', 'Choi Hwa-jeong', 'Yoo Se-yoon']",7.300000000000001,2014
tm175954,"['comedy', 'documentation']","['Will Lovelace', 'Dylan Southern']",['Aziz Ansari'],7.1,2013
tm158436,"['documentation', 'drama', 'history']","['Luis Lopez', 'J. Clay Tweel']","['Chris Anderson', 'Bruce Bradshaw', 'Craig Broady', 'Bill Buell', 'Michael Calore']",6.85,2014
tm172027,"['drama', 'history', 'romance']",['Yılmaz Erdoğan'],"['Kıvanç Tatlıtuğ', 'Mert Fırat', 'Belçim Bilgin', 'Farah Zeynep Abdullah', 'Yılmaz Erdoğan', 'Ahmet Mümtaz Taylan', 'Taner Birsel', 'İpek Bilgin', 'Salih Kalyon', 'Oğuz Okul']",7.5,2013
tm209037,['documentation'],['Maite Alberdi'],"['Maria Teresa Muñoz', 'Alicia Pérez']",7.65,2014
tm153055,"['documentation', 'family']",['Greg Whiteley'],['Mitt Romney'],6.6,2014
tm155051,['comedy'],"['Mike Smith', 'John Paul Tremblay', 'Robb Wells']","['John Paul Tremblay', 'Robb Wells', 'Mike Smith']",6.1,2014
tm143299,"['thriller', 'crime', 'drama']","[""Renzil D'Silva""]","['Emraan Hashmi', 'Kangana Ranaut', 'Sanjay Dutt', 'Randeep Hooda', 'Neha Dhupia', 'Angad Bedi', 'Reema Lagoo', 'Arunoday Singh', 'Shivkumar Subramaniam', 'Raza Murad', 'Mahesh Manjrekar', 'Kader Khan', 'Rachel White', 'Shraddha Kapoor', 'Rajiv Kachroo']",5.8,2014
tm182227,['comedy'],['Lance Bangs'],"['Marc Maron', 'Sam Lipsyte', 'Tom Scharpling', 'Amanda McCauley']",7.25,2013
tm182534,['documentation'],['Werner Herzog'],[],6.673546944858419,2013
tm157461,"['romance', 'drama', 'comedy']",['Cem Yılmaz'],"['Cem Yılmaz', 'Tülin Özen', 'Ozan Güven', 'Özkan Uğur', 'Zafer Algöz', 'Çağlar Çorumlu', 'Hare Sürel', 'Cengiz Bozkurt', 'Zerrin Tekindor', 'Ayşen Gruda', 'Ülkü Duru', 'Tuğrul Tülek', 'Can Yılmaz', 'Emin Gürsoy', 'Metin Coşkun', 'Ata Berk Mutlu', 'Orçun Iynemli', 'Sarp Akkaya', 'Sunay Akın', 'Yılmaz Erdoğan', 'Mazhar Alanson', 'Bahtiyar Engin', 'Nurgül Yeşilçay', 'Tansu Biçer', 'Muhittin Korkmaz']",7.0225,2014
tm370685,"['romance', 'drama']",['Tunde Kelani'],"['Lala Akindoju', 'Seun Akindele', 'Kunle Afolayan', 'Taiwo Ajai-Lycett', 'Bimbo Manuel', 'Yomi Fash-Lanso', 'Carol King']",6.35518921436196,2014
tm157609,"['documentation', 'european']",['Hernán Zin'],[],8.100000000000001,2014
tm152273,"['scifi', 'action', 'animation']",['Yoshitomo Yonetani'],"['Hiroaki Hirata', 'Masakazu Morita', 'Yuichi Nakamura', 'Hochu Otsuka', 'Kenjiro Tsuda', 'Minako Kotobuki', 'Taiten Kusunoki', 'Go Inoue', 'Mariya Ise', 'Nobuhiko Okamoto', 'Yuko Kaida', 'Daisuke Hirakawa', 'Koji Yusa', 'Rikiya Koyama', 'Nana Mizuki', 'Mugihito', 'Wataru Yokojima', 'Katsuhisa Hôki', 'Hiroshi Iwasaki', 'Rina Hidaka', 'Kiyoshi Katsunuma', 'Riho Fushida', 'Shinichiro Ohta', 'Masahiko Tanaka', 'Sayuri Sadaoka', 'Toshimi Kanno', 'Yuu Hayashi', 'Takahiro Miyamoto', 'Yu Seki', 'Bari Suzuki', 'Yukimi Takeuchi']",6.25,2014
tm202914,"['documentation', 'drama', 'comedy', 'family']",['David Sampliner'],[],6.6,2014
tm183654,"['comedy', 'action']",['Gary Mak'],"['Chapman To', 'Shawn Yue', 'Matt Chow', 'Derek Tsang', 'Lau On-Kei', 'Dada Chan', 'Liu Anqi', 'Jim Chim', 'Siu Yam-Yam', 'Nan Yik-Pong', 'June Lam', 'Michael Wong Man-Tak', 'Roy Szeto', 'Ken Lo', 'Simon Lui', 'Singh Hartihan Bitto', 'Lam Suet', 'Joseph Cheng King-Kei', 'Stephen Au', 'Hui Siu-Hung', 'Anita Chui']",5.85,2013
tm147518,['documentation'],"['Luciano Vidigal', 'Cavi Borges']","['Alice Braga', 'Leandro Firmino', 'Roberta Rodrigues', 'Douglas Silva', 'Thiago Martins', 'Michel Gomes', 'Seu Jorge', 'Jonathan Haagensen', 'Alexandre Rodrigues', 'Darlan Cunha', 'Luis Otávio', 'Renato de Souza', 'Ivan Martins', 'Felipe Paulino', 'Rubens Sabino', ""Eduardo 'BR' Piranha"", 'Regina Casé', 'Daniel Zettel', 'Patrícia Poeta']",6.65,2013
tm197423,"['thriller', 'crime', 'drama']",['Kunle Afolayan'],"['Sadiq Daba', 'Kehinde Bankole', 'Demola Adedoyin', 'Kayode Aderupoko', 'David Bailie', 'Kanayo O. Kanayo', 'Bimbo Manuel', 'Ibrahim Chatta', 'Femi Adebayo', 'Kunle Afolayan', 'Deola Sagoe', 'Fabian Adeoye Lojede', 'Nick Rhys', 'Colin David Reese', 'Lawrence Stubbings', 'Ifayemi Elebuibon', 'Abiodun Aleja']",6.300000000000001,2014
tm145658,"['drama', 'comedy', 'action', 'fantasy', 'romance']",['Wenn V. Deramas'],"['Vice Ganda', 'Alex Gonzaga', 'Richard Yap', 'Tom Rodriguez', 'James ""Bimby"" Aquino-Yap', 'Ricky Rivero', 'Nikki Valdez', 'Vandolph', 'DJ Durano', 'Kean Cipriano', 'Jojit Lorenzo', 'Eddie Garcia', 'Al Tantay', 'Malou de Guzman', 'Anja Aguilar', 'Abby Bautista', 'Gerard Garcia', 'Boom Labrusca', 'Atak Arana', 'Dennis Padilla', 'Mike Lloren']",3.75,2014
tm151860,"['documentation', 'action']",['Valve Company'],"['Benedict Lim', 'Danil Ishutin', 'Clinton Loomis']",7.3,2014
tm184511,"['drama', 'romance', 'thriller']",['Sudhir Mishra'],"['Arjun Rampal', 'Chitrangda Singh', 'Deepti Naval', 'Vipin Sharma', 'Kanwaljit Singh', 'Rehana Sultan']",5.85,2013
tm145216,['horror'],['Hasan Karacadag'],"['Nil Günal', 'Ümit Bulent Dincer', 'Sultan Köroğlu Kiliç', 'Özbek Yildiz', 'Pelin Acar', 'Murat Seviş', 'Kubra Bayraktar']",5.6,2014
tm169054,"['drama', 'comedy']",['Smeep Kang'],"['Gippy Grewal', 'Gurpreet Ghuggi', 'B.N. Sharma', 'Misha Bajwa', 'Karamjit Anmol', 'Japji Khaira', 'Om Puri', 'Avtar Gill', 'Rana Jung Bahadur']",7.55,2013
tm154729,"['romance', 'thriller', 'comedy', 'drama']",['Abhishek Chaubey'],"['Naseeruddin Shah', 'Madhuri Dixit', 'Arshad Warsi', 'Huma Qureshi', 'Vijay Raaz', 'Manoj Pahwa', 'Salman Shahid']",6.75,2014
tm187505,"['romance', 'drama', 'comedy']",['Mae Cruz-Alviar'],"['Bea Alonzo', 'Dingdong Dantes', 'Enrique Gil', 'Liza Soberano', 'Maricar Reyes', 'Guji Lorenzana', 'Erika Padilla', 'R.S. Francisco', 'Garlic Garcia', 'Marc Solis', 'Nor Domingo', 'Tony Mabesa', 'Perla Bautista', 'Leo Rialp', 'Pinky Amador', 'Coleen Garcia-Crawford', 'Daniel Matsunaga', 'LJ Reyes', 'Barbie Sabino', 'Timothy Chan', 'Arlene Tolibas', 'Gee Canlas', 'Raul Montesa', 'Cheska Iñigo', 'Yutaka Yamakawa', 'Sofia Andres', 'Yam Concepcion']",6.25,2013
tm177645,['comedy'],['Selçuk Aydemir'],"['Ahmet Kural', 'Murat Cemcir', 'Rasim Öztekin', 'Devrim Yakut', 'Barış Yıldız', 'İnan Ulaş Torun', 'Şinasi Yurtsever', 'Zerrin Sümer', 'Erol Aksoy', 'Sırrı Süreyya Önder', 'Kemal İnci', 'Reyhan İlhan', 'Emel Sayın', 'Arda Aktolga', 'Ahmet Akyavuz', 'Basri Albayrak', 'Adem Atbas', 'Toygun Ateş', 'Selçuk Aydemir', 'Ender Balkir', 'Jelena Božić', 'Osman Cemcir', 'Açalya Samyeli Danoglu', 'Lelde Dreimane', 'Ezgi Duman', 'Muhammet Burak Erdogan', 'Ertugrul Gültekin', 'Sait Gür', 'Cafer S. Hadimioglu', 'Korhan Herduran', 'Ali Kabalak', 'Murat Karakoç', 'Adem Kaya', 'Binnur Kaya', 'Tuğçe Kurşunoğlu', 'Yeliz Kuvancı', 'Rihards Lepers', 'Tom J. Benedict', 'Semih Olgunöz', 'Berat Efe Parlar', 'Cemil Şahin', 'Burak Satibol', 'Juris Strenga', 'Muhammet Süt', 'Feramuz Tanriverdi', 'Olgun Toker', 'Kebire Tokur', 'Özgür Marius Toma', 'Zehra Tosun', 'Nazlı Tosunoğlu', 'Ahmet Ugurluer', 'Vedat Uyar', 'Erol Yavan', 'Kadir Yazici', 'Ayhan Yildiz', 'Zeynel Ozan Çabuk', 'Bayram Önal']",6.65,2013
tm155507,['comedy'],['James Yukich'],['Chelsea Handler'],6.1,2014
tm182580,"['drama', 'family', 'comedy']",['Amin Dora'],"['Georges Khabbaz', 'Lara Rain', 'Emmanuel Khairallah', 'Camille Salameh', 'Rodrigue Sleiman', 'Samir Youssef', 'Caroline Labaki', 'Tarek Bacha', 'Giselle Boueiz', 'Christine Choueiri']",6.9,2013
tm152843,['comedy'],['Warren P. Sonoda'],"['Mike Smith', 'Robb Wells', 'John Paul Tremblay', 'Tom Green', 'Patrick Roach', 'Carrot Top', 'Jessica Phillips']",5.7,2014
tm147405,"['documentation', 'war']","['Katy Chevigny', 'Ross Kauffman']",[],6.55,2014
tm185736,"['documentation', 'music']",['Dan Forrer'],"['Gene Simmons', 'Rosey Grier', 'Melle Mel', 'Questlove', 'Jerry Butler', 'Grandmaster Caz', 'Freda Payne', 'Afrika Bambaataa', 'Kool Herc', 'King Errisson']",6.5,2013
tm183805,"['thriller', 'comedy', 'crime']",['Raj Kumar Gupta'],"['Vidya Balan', 'Emraan Hashmi', 'Rajesh Sharma', 'Parvin Dabas', 'Namit Das', 'Shashank Shende', 'Mahabanoo Mody-Kotwal']",5.65,2013
tm323262,"['drama', 'action', 'romance']",[],"['Shun Oguri', 'Taichi Saotome', 'Mirai Moriyama', 'Riisa Naka', 'Ryo Katsuji', 'Eiko Koike', 'Shoko Takada']",6.8816422695035415,2013
tm181051,"['drama', 'european']",['Rani Massalha'],"['Saleh Bakri', 'Ahmad Bayatra', 'Laure de Clermont-Tonnerre', 'Mohammad Bakri', 'Roschdy Zem', 'Lutuf Nouasser', 'Doraid Liddawi']",6.05,2014
tm169294,['horror'],['Frasco Mortiz'],"['Kathryn Bernardo', 'Daniel Padilla', 'Shaina Magdayao', 'Paulo Avelino', 'Matet De Leon', 'Janus Del Prado', 'Miles Ocampo', 'Clarence Delgado', 'CJ Navato', 'Michelle Vito', 'Dominic Roque', 'Empress Schuck', 'Enchong Dee', 'Dominic Ochoa', 'Manuel Chua', 'Marvin Yap', 'Eric Froilan Nicolas']",6.2,2013
tm147908,['thriller'],['Sekhar Kammula'],"['Nayanthara', 'Pasupathy Masilamani', 'Vaibhav Reddy', 'Harshvardhan Rane', 'Vinay Varma']",5.75,2014
tm178992,['comedy'],['Fung Chih-chiang'],"['Chapman To', 'Charlene Choi', 'Wong Cho-lam', 'Jenny Lau Wai-Suen', 'Gao Yun Xiang', 'Gillian Chung', 'He Jiong', 'Nicholas Tse', 'Vincy Chan', 'Mani Fok Man-Hei', 'Hins Cheung', 'Louis Cheung', 'Deep Ng', 'Lo Hoi-pang', 'Yumiko Cheng', 'Billy Luk', 'Stephanie Che', 'Steven Cheung', 'Zhuang Jie-Meng', 'Christie Chen', 'Angela Hui Ching-Wan', 'Xie Jia-Yu', 'Ryan Lam Kin-Hang', 'Johnny Choi Ho', 'Masaki Heung Chin-Fai', 'Venus Wong', 'Eric Kwok Wai-Leung', 'Cheung Chi-chin', 'Law Wing-cheong', 'Law Chi-Leung', 'Derek Kwok', 'Tyson Chak', 'Lam Chak-kwan', 'Joe Ma Yuk-Sing', 'Choi A-Room', 'Choi Myeong-hwa', 'Vivian Law Choi-Ling', 'Cathy Cheng Man', 'Elke Tan', 'Leon Hill', 'Tam Kon-Chung', 'Lam Wai-Pen', 'Tse Wing-Wah', 'Suen Chung-Pan', 'Jane Wong', 'Asa Kremmer', 'Chan Chung', 'Kim Lee Wai-Kin', 'Kyle Lee Ka-Ho', 'Ítalo Castro', 'Na Joo-ho', 'Hing-Ka Chan', 'Fung Chih-chiang', 'John Tai']",4.5,2013
tm162259,['drama'],['Jessica Habie'],"['Ali Suliman', 'Guy Elhanan', 'Haale Gafori', 'Maisam Masri']",7.1316422695035415,2014
tm166723,"['romance', 'comedy', 'drama']",['Cathy Garcia-Molina'],"['Sarah Geronimo', 'John Lloyd Cruz', 'Isabelle Daza', 'Irma Adlawan', 'Rowell Santiago', 'Al Tantay', 'Joross Gamboa', 'Gio Alvarez', 'Matet De Leon', 'Miles Ocampo', 'Andrei Garcia', 'Arno Morales', 'Dante Rivero', 'Johnny Revilla', 'Bing Pimentel', 'Alcris Galura', 'Gee-Ann Abrahan', 'Me-Anne Flores', 'Alexis Nacion', 'Vangie Labalan', 'Cecil Paz', 'Olive Cruz', 'Mike Lloren', 'Richard Manabat']",7.25,2013
tm177224,"['comedy', 'drama', 'romance']",['Punit Malhotra'],"['Kareena Kapoor Khan', 'Imran Khan', 'Anupam Kher', 'Nizhalgal Ravi', 'Kalyani Natarajan', 'Shraddha Kapoor', 'Esha Gupta']",5.5,2013
tm187118,"['drama', 'comedy']",['Gurmmeet Singh'],[],5.35,2013
tm577690,"['thriller', 'drama']",['Steve Gukas'],"['Segun Arinze', 'Amerjit Deu', 'Dejumo Lewis', 'Julian McDowell', 'Matilda Obaseki', 'Gideon Okeke']",6.331642269503542,2014
tm200926,"['drama', 'documentation', 'european']",['Philippe Aractingi'],[],5.65,2014
tm155014,['comedy'],[],"['John Paul Tremblay', 'Mike Smith', 'Robb Wells']",6.85,2014
tm159296,"['comedy', 'drama', 'romance']",['Devika Bhagat'],"['Abhay Deol', 'Preeti Desai', 'Tahir Raj Bhasin', 'Geetika Tyagi', 'Lillete Dubey', 'Rati Agnihotri', 'Darshan Jariwala', 'Jayant Kripalani', 'Preetika Chawla', 'Diwakar Pundir', 'Eka Lakhani']",4.15,2014
tm179328,"['comedy', 'romance']",['Erol Özlevi'],"['Sedef Avci', 'Burcu Kara', 'Cemal Hünal', 'Sinem Kobal', 'Engin Altan Düzyatan', 'Gürgen Öz']",5.1,2013
tm186408,['fantasy'],['Qaushiq Mukherjee'],"['Anubrata Basu', 'Joyraj Bhattacharya', 'Soumyak Kanti DeBiswas', 'Sayani Gupta', 'Rii Sen', 'Imaad Shah', 'Tillotama Shome', 'Maya Tideman', 'Tinu Verghese', 'Sikaan de Rouge', 'Audrey Miras', 'Christina Britto', 'Roxane Hauzeur', 'Arijit Dutta', 'Nino Jayakodi', 'Nalin Lusena', 'Wathsala Ranasinghe']",6.0,2013
tm157783,['comedy'],[],"['Kunaal Roy Kapur', 'Vir Das', 'Dimple Kapadia', 'Sandeepa Dhar', 'Shobhita Rana']",4.25,2014
tm146144,"['action', 'comedy', 'drama', 'thriller']",['Samar Shaikh'],"['Vidya Balan', 'Ali Fazal', 'Arjan Bajwa', 'Supriya Pathak', 'Tanvi Azmi', 'Vinay Varma']",5.7,2014
tm144541,"['thriller', 'drama', 'european']",['Diego Lerman'],"['Julieta Díaz', 'Sebastián Molinaro', 'Marta Lubos', 'Valentina García Guerrero', 'Silvia Baylé', 'Sofía Palomino', 'Agustín Rittano', 'Sandra Villani', 'Carina Resnisky']",6.300000000000001,2014
tm175364,"['animation', 'fantasy']",['Rajiv Chilaka'],"['Chhota Bheem', 'Chutki', 'Jaggu', 'Kalia', 'Dholu', 'Bholu', 'Raju']",6.75,2013
tm136036,"['romance', 'comedy', 'drama']",['Antoinette Jadaone'],"['Angelica Panganiban', 'JM de Guzman', 'Joem Bascon', 'Bianca Balbuena', 'JR Miano', 'Carlos Castano', 'Joenel Canaria']",6.9,2014
tm163066,['documentation'],['Mahdi Fleifel'],[],6.4,2013
tm188290,"['comedy', 'romance']",['Dado C. Lumibao'],"['Kathryn Bernardo', 'Daniel Padilla', 'Liza Soberano', 'John Estrada', 'John Lapus', 'Ramon Christopher', 'Arlene Muhlach', 'Janus Del Prado', 'Sharlene San Pedro', 'Kakai Bautista', 'Paul Salas', 'Kit Thompson', 'Giselle Toengi', 'Enrique Gil']",6.2,2013
tm142852,"['drama', 'romance', 'comedy']",['Cathy Garcia-Molina'],"['Kathryn Bernardo', 'Daniel Padilla', 'Khalil Ramos', 'Sofia Andres', 'Richard Gomez', 'Dawn Zulueta', 'Igi Boy Flores', 'Marco Gumabao', 'Pamu Pamorada', 'Alexander Diaz', 'John James Uy', 'Yana Asistio', 'Matutina', 'Arnold Reyes', 'Niña Dolino', 'Justin Gonzales', 'Kobi Vidanes', 'Elisse Joson', 'Carl Ravanes']",7.1,2014
tm228574,['comedy'],"['Robb Wells', 'John Paul Tremblay', 'Mike Smith']","['John Paul Tremblay', 'Robb Wells', 'Mike Smith', 'John Dunsworth', 'Patrick Roach', 'Patrick Roach', 'Patrick Roach']",5.35,2014
tm171891,"['comedy', 'drama', 'action']",['Sajid Khan'],"['Ajay Devgn', 'Tamanna Bhatia', 'Mahesh Manjrekar', 'Adhyayan Suman', 'Zarina Wahab', 'Leena Jumani', 'Anil Dhawan', 'Ritesh Deshmukh', 'Chunky Pandey', 'Surveen Chawla', 'Amruta Khanvilkar', 'Sayantani Ghosh', 'Sonakshi Sinha']",2.5,2013
